1MO,3MO,6MO,1YR,2YR,3YR,5YR,7YR,10YR,20YR,30YR
0.8952162914585136,1.17889400153717,1.5533450077995032,1.9229745572114958,2.4392627199542374,2.7135054168754236,2.921254921157919,3.00136730816452,2.9359619910047474,3.110005854330078,3.0351655710285623
0.9116387702087685,1.2163571687031831,1.616174668328867,2.011563250602827,2.5590303792951143,2.8427087309583854,3.0377154948828595,3.0968143234371097,2.999920871549493,3.1455497564897996,3.046985860208092
0.9347825093762747,1.2311671978555006,1.620913752499572,2.004510067607589,2.5365514104544773,2.8143912170615737,3.011622359217763,3.077011024913418,2.9914869348727025,3.14680503421298,3.055962791434009
0.9969665614426776,1.2926254348233195,1.6815682425009517,2.061063270114429,2.5863122358588146,2.8603577208187274,3.0541125744656874,3.1172951629794805,3.0318481687944026,3.1861684714942835,3.092351992239357
0.9894071051176205,1.2944607105860966,1.6956753570296288,2.088634737266739,2.6354394633693827,2.9222515532010123,3.1275064252348233,3.1928412783924354,3.104032870212696,3.2566802846539926,3.1512113150053254
1.0093735819033223,1.312710065791935,1.7105619020808331,2.0986859263369837,2.6324166382567187,2.90670487310316,3.0894239721890604,3.1406491061664426,3.0397591336934604,3.179626980140175,3.077487687675691
1.0395442990444506,1.3451299361913114,1.746398105679725,2.1366595300884628,2.675520242903124,2.9546471933707545,3.145591419001687,3.2008160720460204,3.1034102543862856,3.2467123992017215,3.1389504622559654
1.1394393553590598,1.4393568178385032,1.8331070432586811,2.2100868841917682,2.725807646935137,2.9901773466712287,3.164480057303974,3.211450882143893,3.112125486530019,3.250997376760664,3.1449563392324373
1.1995524921527856,1.5375214324104054,1.9766859476722842,2.398076016125478,2.964185018251718,3.2399634814058915,3.380964080833893,3.382939540764725,3.220802968311661,3.3019073798410044,3.1521322637334808
1.4009156974540957,1.7672686257008086,2.241949758008355,2.6902774528920186,3.2892519503226545,3.5766346122787676,3.7077345989619857,3.6853062155291676,3.489691697911747,3.5387950110986375,3.343958794300558
1.5306449053094922,1.8977590480933277,2.3726826468836837,2.814305697704547,3.397282798205392,3.6712670052241476,3.7799620256307183,3.7414855911930833,3.5337241105590813,3.5687239769048706,3.3668982895530606
1.4436106526831909,1.772071647795923,2.200781011640565,2.5985559794190944,3.132372716382538,3.3957829837463827,3.5390429967888597,3.546896914929131,3.402788610049959,3.4967144947937068,3.3409906475943045
1.3635925308360661,1.7037049496159284,2.1463770720876747,2.5630000170937945,3.1223125260704694,3.3960115225627048,3.538065464262578,3.538638147437929,3.3787122510365384,3.4598997737476247,3.2963898143824886
1.394838026353309,1.731664291202101,2.169277830074341,2.578730892234586,3.122689784484309,3.383928836851374,3.5066853637686215,3.496176729005856,3.328289889022238,3.400412542560586,3.240875809886336
1.462705935542917,1.7936467020651148,2.22454330098488,2.623450615862836,3.1540186674530606,3.4109919516917486,3.5377956034104234,3.5331164405739384,3.376091125270495,3.4571234549974235,3.299239944336787
1.3586645018554886,1.6825649923650474,2.1037929006234233,2.4977933344466807,3.019934768000819,3.270612908547821,3.3897706459628623,3.3846870948577545,3.228166824143642,3.3101015138484047,3.1682887995003433
1.476918033820023,1.7801704993727014,2.175498061832489,2.5358941658102543,3.0076322132782454,3.232307528719776,3.3359906555752614,3.3321905689806988,3.1918068599095313,3.284683480557855,3.1603921968896715
1.5549499081713238,1.8496337640322034,2.234882567916465,2.580644681004869,3.0329795537171074,3.2503757916182305,3.3565839993144158,3.3591325888470522,3.2318965184165234,3.335375112201524,3.215308526770058
1.5477135336778505,1.8477877867971344,2.2400641970735515,2.5936873169084445,3.058587202467075,3.283386131419361,3.396199771701096,3.4000027995770292,3.270772876926539,3.373270278049082,3.246714030047469
1.5481379231050572,1.8524478324970963,2.249584267026764,2.6082371407681024,3.078090164475338,3.3029948636058113,3.4093150796189833,3.4062840570804473,3.268119383629572,3.362323345037835,3.2316606573587965
1.5722039803469785,1.8633637006775148,2.243355782328229,2.582493757158783,3.0210613510514586,3.2274929886893022,3.3171740036706003,3.310700064461683,3.1772161819964673,3.2735308192252015,3.1583275057595444
1.6013467563216908,1.8665998841802827,2.214442023641189,2.51812283933371,2.907456526619538,3.091725427733831,3.1775746519236456,3.1837085330070973,3.0776261254174164,3.196708826725383,3.1097136802765544
1.6555339950674934,1.8960683908935667,2.2133679558245793,2.481995529553899,2.822622874561952,2.9851162863170515,3.0674076953723057,3.0855020357361544,3.0062625440607427,3.14736914768644,3.0854840726988293
1.7369808856833782,1.9589429351957939,2.252295443850193,2.4911968133280276,2.7847008013426184,2.9201868714994683,2.97960544598497,2.9930128433207726,2.921929194505679,3.066848115650647,3.0234958420494986
1.7264671255009754,1.9700766216563685,2.290448115916624,2.5584421035854588,2.892730945568883,3.0470866857601786,3.111190014632847,3.114980195943711,3.022286689179234,3.1492662232804065,3.081224144422851
1.8340368011689725,2.075256381799437,2.3931855487297424,2.653043179003348,2.9758723868025045,3.1256335154780563,3.1896698391054636,3.1942782099446436,3.1068198722269633,3.2370240549027542,3.164421856997612
1.8712800522477795,2.1236347552856523,2.45577672280639,2.7287474569517522,3.070406068369503,3.22965348071729,3.29793465579531,3.298601438858805,3.2022336838843852,3.3247818358050734,3.2363597575435077
1.9868986189434081,2.2202952979994297,2.5274987471701467,2.767800726529253,3.0549347520961785,3.1805533471977423,3.2144883124420955,3.2028732483472813,3.1085379149428647,3.228135583209842,3.15774942726621
2.024239852299237,2.2509760362872258,2.5489628131693416,2.777392325005785,3.0427255052054423,3.1530858544678453,3.1675341659472327,3.1466747559281454,3.0482021532677126,3.161922022343845,3.098989565549347
2.1949601449241163,2.4134348513387236,2.6994455450591994,2.905924888263252,3.1284136725842684,3.207467145694305,3.178404120279729,3.1325500272984117,3.019498498493787,3.114498199767959,3.054687688217291
2.2364871053868205,2.443980248911493,2.7172574417544317,2.9082874928205698,3.1128666527136137,3.1878310168953314,3.169875249782179,3.1377033765734925,3.0451577925280913,3.1583262679512427,3.1069557131170296
2.195746509423565,2.409476415531011,2.6902845388639354,2.8913645115692193,3.109756465031763,3.190550920020072,3.1727411323597217,3.1371887445640803,3.0367357813781277,3.143617732838384,3.0878418914510153
2.2935001648098945,2.49703803819928,2.7654939532863176,2.948453710466935,3.1409065316456415,3.209802161025909,3.188445341912696,3.156052601253679,3.06714374948284,3.182432426652157,3.13213567616207
2.250057665417682,2.4717916388645516,2.7624464633173464,2.9710422826732326,3.197845235611039,3.280716211781469,3.257466109700297,3.21327919602357,3.101622788314939,3.1977410242317075,3.1297454974146772
2.24546918374311,2.4723654378604936,2.769677375743827,2.9855871707724155,3.2237160240187497,3.3129385968710605,3.2945885793617515,3.250640594535443,3.1362139640532,3.2304888255267943,3.156290987483641
2.4249028134798154,2.6057965778930345,2.845868478897488,2.9919101063696294,3.129049300226807,3.1694797292561487,3.131352908667491,3.100492634353211,3.0294506152679412,3.1568844391822575,3.1256620637013675
2.3670018936112003,2.5296918831809685,2.746976170410561,2.8719815505797386,2.9809632595667197,3.009287741501808,2.9715387688945625,2.951984795067527,2.9002862696484772,3.0450083366823653,3.0385635977660144
2.409800264580437,2.569866671976035,2.783878420237786,2.903175661672619,3.0031371059094916,3.02651682622015,2.984846549173773,2.9640104909427185,2.9137729337635165,3.058865930528263,3.052995682699703
2.410926125700316,2.5738197373520113,2.7909674997372846,2.913443037174761,3.015923605792442,3.0384527623566093,2.9905560439244714,2.9638927318370913,2.90649462247358,3.044832341210453,3.036391949125411
2.3032999400685803,2.460438223977487,2.671363693313314,2.7931129785499245,2.901896656522123,2.9342396905370007,2.9103441888043937,2.9036316357803016,2.865561168432593,3.0240531557362997,3.026638257970153
2.406973416883221,2.532371822115112,2.7042227676308146,2.7793471892547013,2.823166400452739,2.8265047201679026,2.7976815053881037,2.8059129455465945,2.8028989808293434,2.9897426237291738,3.022296295735645
2.404207207966421,2.5403364424966526,2.7249037855983884,2.813476503631434,2.8728559452704303,2.879952311510905,2.84181259317016,2.8375056915577725,2.8163523143406812,2.9867772273617774,3.0083285895576823
2.4637406839571225,2.5930452984012735,2.7678055668748396,2.8426409609892853,2.8752174533504835,2.8623919466702197,2.7964125715124086,2.777276753484655,2.7473321027108093,2.9068190925704602,2.9355110800193063
2.46607519863809,2.623646451985036,2.8333773393720856,2.9449692677350106,3.027197121249503,3.0354867024080487,2.9690765204120453,2.9329357631879116,2.8709482937753212,3.0029077754663778,2.9990580803377274
2.4092601526958752,2.5788201955963754,2.8023436501033645,2.9312701085153794,3.033471227041881,3.046090101077365,2.9666517764881712,2.915031153177127,2.8298005384721474,2.941237050901544,2.9290621635776914
2.4393820755583633,2.5927721699020183,2.7969476604873815,2.9040117587782306,2.9789956524640484,2.9827861346603166,2.912126296610043,2.8757601671754647,2.815104224311913,2.9481024891204455,2.9513768335064823
2.479463097543884,2.6652145377848973,2.909024949098968,3.055701118911056,3.1812248467955264,3.203555042457969,3.1225662729916626,3.0599841642030015,2.957217272513115,3.052656529812997,3.017318414987696
2.540261779125742,2.714244241668191,2.942529345719791,3.06944806582027,3.1619197772068803,3.1637295266416348,3.0615764802097667,2.991531014642266,2.889863118176995,2.9834747000232777,2.9600601014954897
2.530760730441073,2.718413208199266,2.9635351334999123,3.108695049940649,3.2257347247007795,3.2378357800838753,3.1350696599629404,3.056584958806836,2.9389048054628,3.0188462312945497,2.9804653766850286
2.5168234131799037,2.689610739195766,2.917407707830733,3.0452355708706182,3.1443668022497424,3.1547414291489337,3.0712428809560435,3.0144587527764566,2.925571015816482,3.032223515807097,3.0095247224985546
2.4946491005732803,2.673954415912685,2.911552825398592,3.0512183809023106,3.1753684170548584,3.20602957291855,3.153638267343114,3.1138515986107578,3.0371007736984277,3.157440368538147,3.1250199846878335
2.5008409172917725,2.6795444790795555,2.915557107279324,3.0530625494994235,3.1700538311509328,3.193106797440792,3.126002974744793,3.076732822408978,2.9913453170754787,3.102779570038017,3.072402204672906
2.574500310939963,2.7359626391806766,2.9501803077678597,3.0607361390757464,3.1370155940565123,3.138622207444116,3.0578055273387927,3.009207640172713,2.9361817897395235,3.0560149106538637,3.0420681175908904
2.5282861254659466,2.70232642496556,2.931970937785972,3.06120134209419,3.1633540448405966,3.176321561329905,3.0969011489751535,3.042036456209324,2.9546369584694667,3.0628280002104193,3.0374209019810365
2.492607331660255,2.6805964397003175,2.9282110142178097,3.078406843470027,3.213339674032401,3.2448253615685094,3.1802428304869474,3.127207621049698,3.0327902967147713,3.1368281385111723,3.096051608273413
2.555418990432883,2.734136530276981,2.9703778813407435,3.105293618770949,3.2183117982598635,3.2395582719454685,3.1715727124452937,3.121427670167398,3.0367702585463525,3.148107574209567,3.1141112692625823
2.536337987892603,2.716968246564882,2.9568428166801377,3.0968379617994053,3.223373452492446,3.257462165855854,3.2124186031124884,3.176533948429017,3.1040204867048526,3.2282200411539144,3.190560477550759
2.583866767319469,2.7706934574020217,3.0177351091224187,3.1626917264572443,3.292225572412511,3.3239077465771762,3.2665044474061666,3.2184757029900384,3.132180063787029,3.2428117155190246,3.1963016125783796
2.568783293003601,2.754924798473971,3.0018761061674764,3.147676892766987,3.2824268134795522,3.3206473137872092,3.2772745604197295,3.23908071357976,3.162218011984348,3.2824746932478788,3.2360847720416914
2.613931453782504,2.8051164912919444,3.0586021481536436,3.2089752040923223,3.350099231106399,3.391572698474189,3.349450676792208,3.3088791313105963,3.228229125403405,3.344835380404109,3.2894391221379897
2.728479540536517,2.8999573827896494,3.127869163345724,3.2450158786657646,3.3322998069030403,3.3419908222112626,3.270540564151797,3.22148043162786,3.1469080483507677,3.264531193677143,3.2274984291284943
2.6438888996842813,2.8371791565321924,3.0915375660899276,3.240921347916116,3.371514944692948,3.3987347710985087,3.3248955119712758,3.2617837208700857,3.1590838950064533,3.2533582426040386,3.1973333274703193
2.7401795491258234,2.9279309129484163,3.1758040211891334,3.3133529108039825,3.4270813744355118,3.4468821447021023,3.3714370469175634,3.31003634711639,3.2148556208068073,3.3142935776836806,3.258273894151745
2.720401051991173,2.9178062988727707,3.1770031815470423,3.3274152310080662,3.4560864140874865,3.479446738828872,3.3950644693371563,3.3221016991152794,3.2098286880906732,3.293980627767483,3.229304841207554
2.6944412080236058,2.8939519428518574,3.156609546874257,3.312201885097132,3.452727834525179,3.4862177499987994,3.418394265244427,3.355357996824826,3.250740765112805,3.343367828522642,3.276044461825588
2.7905085562454377,2.9858211998402435,3.244498363341008,3.391072048579942,3.5226388074087147,3.5565276204918885,3.501397796656618,3.448813503208277,3.359397978887403,3.4651665877522126,3.3946015587155567
2.7379681190116933,2.9219587598062247,3.167030965422216,3.302098986717165,3.4214856470552366,3.453471295329427,3.4095205408222435,3.3713481581153486,3.300605086029151,3.4240757476112544,3.3687255722095206
2.7613912658509943,2.9579586218440017,3.219649244078224,3.371214221875195,3.5173930600918695,3.56583595601451,3.537755072266018,3.5026090558138434,3.42847839111324,3.5503176241447196,3.477031432623342
2.740450164449444,2.9381239184565535,3.199931505401298,3.3524806038245334,3.4945105887036325,3.5350808182199343,3.487551721772518,3.4388944641635137,3.3505054050484038,3.4584774841085126,3.387689050484826
